,per_pupil_exp,per_pupil_instruction,per_pupil_leadership
001902001,5912,4359,416
001902041,3543,2786,391
001902103,4196,3616,244
001903001,5030,3407,231
001903041,3374,2959,298
001903101,2894,2570,143
001904001,4935,3456,373
001904041,3276,2849,369
001904102,3335,2990,192
001906002,6289,3972,471
001906102,4795,3568,397
001907001,4475,2923,330
001907002,2411,2326,1
001907041,4064,2985,271
001907042,3806,2736,362
001907101,3054,2452,224
001907104,2496,1711,426
001907107,3156,2580,215
001907110,3423,2745,237
001908002,3783,2903,302
001908041,3575,2689,269
001908101,2830,2255,168
001908102,2996,2439,196
001909001,5283,4253,247
001909101,3391,2843,188
002901001,5013,3235,260
002901002,8608,8346,0
002901041,4357,3120,278
002901101,5340,4089,326
002901102,6494,4627,499
002901103,6587,4868,443
002901104,6142,4468,405
002901105,4899,3659,354
003902001,4138,3212,277
003902004,.,.,.
003902041,3460,2850,279
003902102,2639,2280,154
003903001,4155,3038,266
003903004,4456,4456,0
003903044,3267,2488,205
003903120,3866,2825,291
003903121,4030,3086,203
003903122,4231,3294,244
003903123,4278,3107,379
003903124,3369,2357,355
003903125,2734,2003,285
003903126,2335,1492,174
003903127,4043,2891,291
003903128,3663,2766,336
003903129,3311,2570,216
003903130,3926,3067,284
003903140,33,33,0
003903141,8567,.,0
003903201,.,.,.
003904001,4732,3328,349
003904005,2158,2031,0
003904041,4382,2753,373
003904101,3296,2300,159
003904102,3733,3201,410
003905001,4975,3299,357
003905004,.,.,.
003905041,3852,2643,368
003905101,2925,2079,253
003905102,3002,2080,245
003906001,5691,3820,282
003906004,.,.,.
003906101,3730,2832,191
003907001,4429,3490,402
003907004,.,.,.
003907041,3616,2852,369
003907101,2499,2178,195
003907102,2889,2524,207
004901001,5114,3573,320
004901041,5176,3833,304
004901042,4742,3455,383
004901101,4660,3610,305
004901102,3155,2570,190
004901103,4490,3499,347
005901001,5539,3836,463
005901101,3499,2755,247
005902001,5192,3375,370
005902041,3331,2662,358
005902101,3328,2701,215
005903001,7388,6406,478
005903101,4847,4355,429
005904001,6187,4176,437
005904101,3565,2831,351
006902001,5339,4249,413
006902101,4733,3984,424
007901001,6893,5185,1089
007901041,3365,2239,584
007901101,3879,3091,245
007902001,6279,3822,431
007902002,.,.,.
007902004,.,.,.
007902005,338,.,0
007902041,4861,3124,390
007902101,3926,2937,218
007904001,5929,3543,477
007904041,7786,5516,417
007904101,5042,3493,338
007904102,.,.,.
007905001,4924,3597,320
007905003,8046,4740,1217
007905004,.,.,.
007905041,4611,3277,421
007905101,13013,8678,1477
007905102,3649,2469,600
007905103,4495,3230,394
007905104,4207,3048,454
007905105,3269,2577,188
007906001,5352,3828,406
007906002,12973,12769,0
007906041,3894,3020,370
