,gr3_stu_count,gr4_stu_count,gr5_stu_count,black_stu_count,all_stu_count,asian_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
003801103,88,88,88,93,564,4,293,33,32,277,.,.,.,8.3,45712,37.5,003,Y,96.5,003801103,003801
003906101,23,24,30,3,181,0,165,2,17,117,.,.,.,14.1,47236,17.6,003,N,96,003906101,003906
005904101,29,31,31,1,191,0,132,8,14,84,.,.,.,15.3,43728,13.1,005,N,97.4,005904101,005904
006902101,24,24,22,1,163,0,129,5,17,97,.,.,.,13.8,43628,14.4,006,N,96.6,006902101,006902
010902102,104,79,71,5,507,0,334,16,55,289,.,.,.,13.7,51230,29.9,010,N,95,010902102,010902
013903101,37,29,23,0,178,0,52,5,14,130,.,.,.,10.9,47219,14.9,013,N,96.5,013903101,013903
014906103,69,82,73,228,562,7,77,4,95,456,.,.,.,9.3,50883,40.9,014,N,95.1,014906103,014906
014906105,99,107,106,136,721,6,184,6,62,617,.,.,.,11,53265,52.8,014,N,95.4,014906105,014906
014906108,67,122,107,141,663,20,310,17,43,207,.,.,.,11.1,52844,42.7,014,N,96.3,014906108,014906
014906109,138,103,97,203,836,7,111,6,71,672,.,.,.,9.8,52771,56.2,014,N,95.5,014906109,014906
014906110,135,117,113,241,844,11,144,18,89,644,.,.,.,8.4,51722,56.1,014,N,95.7,014906110,014906
014906111,94,78,76,202,487,11,78,5,58,349,.,.,.,8.5,51928,32.6,014,N,95.3,014906111,014906
014906112,62,74,80,179,500,1,80,1,61,403,.,.,.,11.3,52955,38.9,014,N,93.9,014906112,014906
014906113,91,99,60,283,577,7,104,2,63,510,.,.,.,9.3,49887,40.9,014,N,94.8,014906113,014906
014906117,59,40,47,95,458,10,187,10,32,203,.,.,.,9.6,51964,36.1,014,N,95.8,014906117,014906
014906119,114,100,78,342,685,9,105,5,86,520,30,.,.,8.8,50333,42.1,014,N,95.7,014906119,014906
014906120,140,154,134,501,1014,29,138,21,79,727,.,.,.,7.6,49649,64.9,014,N,95.9,014906120,014906
014906122,150,163,150,473,1058,36,185,14,124,751,.,.,.,8.1,50698,73.6,014,N,96,014906122,014906
014906123,87,85,66,196,711,19,258,31,43,515,.,.,.,7.8,50892,53.1,014,N,96.3,014906123,014906
014906124,101,100,99,222,724,20,172,9,53,397,.,.,.,8.8,50697,46,014,N,96.3,014906124,014906
014906128,91,72,59,113,640,4,279,11,80,415,.,.,.,7.7,50864,45.5,014,N,95.6,014906128,014906
014906130,106,117,94,381,736,9,96,20,57,620,.,.,.,8.4,49879,46.7,014,N,95.4,014906130,014906
014906131,174,140,174,399,1010,26,209,22,102,603,.,.,.,9.3,52103,65.8,014,N,96.2,014906131,014906
014906133,184,191,180,404,1136,36,235,27,72,441,.,.,.,6.7,49934,71.1,014,N,96.6,014906133,014906
014906136,143,159,150,220,946,37,389,42,80,214,.,.,.,7.7,49991,57.6,014,N,96.6,014906136,014906
014906137,100,73,82,81,599,4,274,10,70,378,.,.,.,10.1,52071,42.3,014,N,96,014906137,014906
014906138,197,148,182,409,1239,35,346,18,81,578,.,.,.,6.2,49088,77.2,014,N,96.1,014906138,014906
014906139,148,147,120,348,1006,31,214,47,81,547,.,.,.,8.7,50858,63.1,014,N,95.9,014906139,014906
015807102,10,11,12,0,93,0,41,0,4,53,.,.,.,3.3,39448,7,015,Y,.,015807102,015807
015815001,15,23,10,39,139,2,28,0,9,126,.,.,.,7.3,38756,9.5,015,Y,94.4,015815001,015815
015822007,55,52,33,0,359,4,6,16,12,250,.,.,.,2,38553,26.1,015,Y,97.1,015822007,015822
015822008,35,32,30,0,241,0,13,14,12,158,.,.,.,1.7,37117,15.5,015,Y,96.4,015822008,015822
015828006,87,103,106,59,580,16,64,45,30,368,28.5,.,.,4.4,49579,35.7,015,Y,96.1,015828006,015828
015904101,78,83,62,1,496,0,9,17,43,441,.,.,.,9.4,54151,29.3,015,N,96.8,015904101,015904
015904102,103,99,98,5,683,0,15,16,57,625,.,.,.,8.8,54066,44.4,015,N,95.9,015904102,015904
015904103,83,65,78,0,509,0,0,18,43,497,.,.,.,7.8,53627,33.5,015,N,95.9,015904103,015904
015904104,78,72,84,1,477,0,6,26,29,428,.,.,.,8.9,53863,31.3,015,N,95.6,015904104,015904
015904105,110,91,87,2,750,0,1,14,62,681,.,.,.,8.2,53936,47,015,N,95,015904105,015904
015904106,130,106,89,2,780,0,7,25,46,729,.,.,.,9.1,55052,43.6,015,N,95.1,015904106,015904
015904108,133,120,127,2,810,3,31,39,61,695,.,.,.,10.9,54817,49.4,015,N,95.5,015904108,015904
015904109,75,83,71,1,509,1,8,17,32,462,.,.,.,10.5,55366,29.2,015,N,96,015904109,015904
015904110,60,72,65,3,433,0,4,21,32,389,.,.,.,11.9,55618,26.9,015,N,96,015904110,015904
015904113,64,69,63,0,473,0,7,10,28,450,.,.,.,7.6,53823,32,015,N,95.7,015904113,015904
015904114,88,79,85,0,547,1,10,15,36,533,.,.,.,5.8,53080,33.3,015,N,95.5,015904114,015904
015904116,86,80,73,3,600,0,2,18,41,565,.,.,.,10.3,54688,36.2,015,N,95.1,015904116,015904
015905106,92,85,68,13,515,0,4,15,27,483,.,.,.,9.5,53932,34,015,N,95,015905106,015905
015905108,81,67,79,2,505,0,0,12,37,425,.,.,.,12.5,55348,33.1,015,N,95,015905108,015905
015905109,91,76,78,6,494,0,0,4,38,434,.,.,.,11.9,54963,31.9,015,N,95.9,015905109,015905
015905112,121,102,124,9,760,0,0,27,56,723,.,.,.,12.3,55088,45.4,015,N,95.8,015905112,015905
015905116,83,75,91,10,530,0,8,22,45,498,.,.,.,7.6,53561,35.1,015,N,94.8,015905116,015905
015905117,73,67,84,15,439,0,2,13,41,400,.,.,.,10.6,54741,31.5,015,N,95.9,015905117,015905
015907105,74,60,58,41,523,0,37,12,55,454,.,.,.,15.7,56343,27.5,015,N,96.5,015907105,015907
015907110,118,82,70,28,755,10,8,10,42,751,.,.,.,9,53839,45,015,N,96.3,015907110,015907
